ResponseId,duration,CRT,RME,age,education,race,gender,income,political_fiscal,political_social,political_party,marital_status
Response_1008,2086,5,34,30,4-year college degree,Asian,Male,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1009,2053,5,32,37,Post-college degree,White,Male,"$80,000 to $89,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1010,2826,2,31,75,2-year college degree,White,Female,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1011,3188,5,32,58,Post-college degree,White,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1012,4008,4,27,35,Some college or vocational training,Black,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1013,3172,1,22,38,Some college or vocational training,Black,Female,"$80,000 to $89,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1014,1453,1,24,35,High school diploma,White,Male,"$20,000 to $29,999",Strongly Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1015,2272,0,28,58,2-year college degree,White,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1016,1600,0,27,43,High school diploma,White,Female,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1017,1315,3,24,31,Less than high school diploma,White,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Conservative,Independent,Single Never Married
Response_1018,1598,0,26,30,Some college or vocational training,White,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1019,1479,4,27,41,Post-college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1020,3318,1,19,59,Some college or vocational training,Black,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1021,1492,6,28,31,High school diploma,White,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1022,86773,6,26,47,Post-college degree,White,Female,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1023,1695,1,24,54,2-year college degree,White,Female,"$150,000 or more",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1024,1180,5,35,45,Post-college degree,White,Female,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1025,1225,3,19,38,2-year college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1026,1479,6,30,40,Some college or vocational training,White,Male,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1027,2096,6,32,58,4-year college degree,White,Female,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1028,1833,2,30,60,Some college or vocational training,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1029,1728,4,31,35,2-year college degree,Indigenous,Female,"$50,000 to $59,999",Somewhat Liberal,Strongly Liberal,Independent,Divorced
Response_1030,1183,2,29,47,4-year college degree,White,Male,"$60,000 to $69,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1031,1803,5,28,35,4-year college degree,White,Male,"$150,000 or more",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1032,1752,4,29,54,Some college or vocational training,White,Male,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1033,1338,3,26,27,4-year college degree,White,Female,"$90,000 to $99,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1034,1438,3,27,44,Post-college degree,White,Female,"$70,000 to $79,999",Strongly Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1035,1689,6,26,34,4-year college degree,White,Female,"$50,000 to $59,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_1036,1683,3,28,41,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Liberal,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1037,1543,2,29,53,4-year college degree,White,Male,"$60,000 to $69,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1038,1402,6,33,31,2-year college degree,White,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1039,1372,6,33,35,Post-college degree,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1040,1050,3,24,35,Some college or vocational training,White,Female,"$70,000 to $79,999",Somewhat Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1041,1625,6,29,30,Some college or vocational training,Black,Male,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1042,1686,3,17,35,4-year college degree,White,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1043,1474,5,34,54,Some college or vocational training,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1044,3244,3,26,41,4-year college degree,White,Female,"$30,000 to $39,999",Moderate,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_1045,1633,4,28,54,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1046,1839,4,27,39,Some college or vocational training,White,Male,"$40,000 to $49,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1047,2648,1,30,67,Some college or vocational training,White,Female,"$80,000 to $89,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1048,1466,3,26,64,Post-college degree,White,Male,"$150,000 or more",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1049,2043,5,36,38,Some college or vocational training,White,Male,"$40,000 to $49,999",Strongly Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1050,1447,6,33,47,Some college or vocational training,White,Female,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1051,69093,0,26,60,2-year college degree,White,Female,"$40,000 to $49,999",Moderate,Moderate,Democrat,Widowed
Response_1052,89291,5,25,51,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1053,1107,6,28,53,Post-college degree,Indigenous,Male,"$150,000 or more",Somewhat Liberal,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_1054,1221,2,26,54,Some college or vocational training,White,Female,"$60,000 to $69,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1055,1342,6,29,67,Post-college degree,White,Male,"$70,000 to $79,999",Strongly Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1056,1792,6,28,42,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1057,149420,5,23,29,4-year college degree,Asian,Female,"$40,000 to $49,999",Strongly Conservative,Moderate,Independent,Single Never Married
Response_1058,90702,4,27,30,4-year college degree,White,Male,"Less than $10,000",Somewhat Conservative,Somewhat Liberal,Independent,Single Never Married
Response_1059,2571,2,26,42,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1060,1353,0,26,47,2-year college degree,White,Female,"$30,000 to $39,999",Moderate,Moderate,Republican,Married or Domestic Partnership
Response_1061,1432,6,32,31,"Professional degree (JD, MD)",Asian,Female,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1062,1583,1,26,31,4-year college degree,Asian,Female,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1063,2033,1,29,56,4-year college degree,White,Female,"$50,000 to $59,999",Strongly Conservative,Somewhat Conservative,Republican,Divorced
Response_1064,2189,6,27,61,Doctoral degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1065,2034,3,23,38,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1066,2292,4,14,39,4-year college degree,White,Female,"$40,000 to $49,999",Moderate,Moderate,Democrat,Widowed
Response_1067,1343,1,28,50,4-year college degree,White,Female,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1068,1862,5,35,39,High school diploma,White,Female,"$70,000 to $79,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1069,1929,6,30,41,Post-college degree,White,Male,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1070,1400,2,31,45,Some college or vocational training,White,Male,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1071,2120,1,29,39,Some college or vocational training,White,Male,"Less than $10,000",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1072,2442,5,35,43,4-year college degree,White,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Independent,Divorced
Response_1073,1739,5,36,32,4-year college degree,White,Male,"Less than $10,000",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1074,1342,4,34,23,2-year college degree,White,Female,"$60,000 to $69,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1075,2277,3,25,45,4-year college degree,White,Female,"$150,000 or more",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1076,2487,1,24,32,4-year college degree,White,Male,"$30,000 to $39,999",Somewhat Liberal,Somewhat Conservative,Independent,Separated
Response_1077,1634,0,24,56,Some college or vocational training,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1078,3373,1,31,44,High school diploma,White,Female,"$40,000 to $49,999",Strongly Conservative,Moderate,Democrat,Married or Domestic Partnership
Response_1079,2149,0,32,58,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_1080,1569,6,25,37,"Professional degree (JD, MD)",White,Male,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1081,1193,5,27,37,4-year college degree,White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1082,2531,6,31,60,Some college or vocational training,White,Male,"$70,000 to $79,999",Moderate,Strongly Conservative,Republican,Divorced
Response_1083,2471,1,27,51,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1084,1908,1,30,55,2-year college degree,White,Female,"$20,000 to $29,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1085,92715,3,27,53,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1086,1747,1,24,57,Some college or vocational training,White,Female,"$50,000 to $59,999",Somewhat Conservative,Somewhat Conservative,Republican,Separated
Response_1087,1528,5,30,52,4-year college degree,White,Male,"$100,000 to $149,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1088,89217,5,27,42,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1089,2958,5,26,28,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1090,90665,4,28,48,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1091,2750,4,31,46,4-year college degree,White,Male,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Single Never Married
Response_1092,1439,4,27,35,Post-college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1093,2697,1,24,39,Some college or vocational training,White,Male,"$50,000 to $59,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1094,1086,5,26,52,High school diploma,White,Male,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1095,2672,4,26,51,4-year college degree,White,Female,"$100,000 to $149,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1096,2117,6,28,50,Post-college degree,White,Female,"$70,000 to $79,999",Somewhat Liberal,Strongly Liberal,Democrat,Divorced
Response_1097,2388,0,25,34,4-year college degree,Asian,Female,"Less than $10,000",Moderate,Moderate,Independent,Single Never Married
Response_1098,2435,1,26,37,4-year college degree,White,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1099,1423,6,31,35,4-year college degree,Asian,Female,"$50,000 to $59,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1100,1608,1,28,40,High school diploma,White,Male,"$40,000 to $49,999",Strongly Liberal,Somewhat Liberal,Independent,Single Never Married
Response_1101,2059,3,36,40,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1102,1983,4,25,69,Some college or vocational training,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1103,1852,0,23,70,Post-college degree,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Democrat,Divorced
Response_1104,2144,5,28,40,Some college or vocational training,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1105,3297,6,31,43,Post-college degree,Asian,Male,"$100,000 to $149,999",Moderate,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1106,1109,3,28,34,Post-college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1107,1896,1,31,63,4-year college degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1108,1868,4,14,70,Post-college degree,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Democrat,Married or Domestic Partnership
Response_1109,1608,2,29,31,4-year college degree,White,Male,"$150,000 or more",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1110,1523,5,28,36,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Moderate,Independent,Married or Domestic Partnership
Response_1111,2491,3,29,63,Post-college degree,White,Female,"$80,000 to $89,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1112,2041,2,29,48,2-year college degree,White,Female,"$40,000 to $49,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1113,2375,1,25,49,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Liberal,Independent,Widowed
Response_1114,1753,6,28,32,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1115,2823,4,28,36,4-year college degree,White,Female,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1116,2945,0,16,34,4-year college degree,White,Female,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1117,1965,1,27,68,4-year college degree,White,Female,"$50,000 to $59,999",Moderate,Somewhat Liberal,Democrat,Single Never Married
Response_1118,1164,1,23,45,Some college or vocational training,White,Male,"$100,000 to $149,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1119,1793,5,30,58,4-year college degree,Asian,Female,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1120,2762,3,25,62,High school diploma,White,Female,"$50,000 to $59,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1121,1886,4,26,56,High school diploma,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1122,1636,6,32,39,Some college or vocational training,White,Male,"$10,000 to $19,999",Somewhat Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1123,1602,6,30,36,4-year college degree,White,Male,"$70,000 to $79,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1124,153745,2,25,49,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1125,3530,0,25,75,High school diploma,White,Female,"$20,000 to $29,999",Somewhat Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1126,151570,1,27,41,4-year college degree,White,Female,"$80,000 to $89,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1127,1571,1,26,48,High school diploma,White,Female,"$20,000 to $29,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1128,2290,6,33,55,Some college or vocational training,White,Male,"$30,000 to $39,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1129,1415,6,28,44,4-year college degree,White,Female,"$80,000 to $89,999",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1130,2182,2,30,44,"Professional degree (JD, MD)",White,Female,"$150,000 or more",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1131,1733,3,23,30,Some college or vocational training,White,Female,"$10,000 to $19,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1132,2777,4,29,51,Some college or vocational training,White,Male,"$40,000 to $49,999",Somewhat Liberal,Moderate,Democrat,Single Never Married
Response_1133,1171,4,33,45,High school diploma,White,Male,"$10,000 to $19,999",Strongly Conservative,Strongly Conservative,Independent,Single Never Married
Response_1134,1838,6,26,45,4-year college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1135,1758,2,23,72,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Liberal,Moderate,Democrat,Divorced
Response_1136,1299,2,25,44,4-year college degree,White,Female,"$50,000 to $59,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1137,2120,3,33,49,4-year college degree,White,Female,"$10,000 to $19,999",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_1138,1328,5,28,32,4-year college degree,Asian,Female,"$40,000 to $49,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1139,2217,0,24,50,Some college or vocational training,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1140,2432,4,30,70,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Conservative,Somewhat Liberal,Independent,Divorced
Response_1141,2382,6,23,61,Doctoral degree,White,Male,"Less than $10,000",Moderate,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1142,3209,1,24,40,2-year college degree,White,Female,"$30,000 to $39,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1143,3402,3,27,51,4-year college degree,White,Female,"$70,000 to $79,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1144,1602,4,30,46,4-year college degree,White,Male,"$80,000 to $89,999",Strongly Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1145,2759,2,28,78,4-year college degree,White,Male,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1146,3055,4,32,61,4-year college degree,White,Male,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1147,1542,5,24,40,4-year college degree,White,Female,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1148,1795,1,24,39,High school diploma,White,Female,"$50,000 to $59,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1149,2013,2,25,44,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1150,2746,5,32,48,High school diploma,White,Female,"$30,000 to $39,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1151,1779,3,16,45,4-year college degree,White,Male,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1152,2330,3,22,45,4-year college degree,White,Male,"Less than $10,000",Moderate,Somewhat Liberal,Democrat,Divorced
Response_1153,3166,3,27,39,4-year college degree,White,Male,"$80,000 to $89,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1154,866,6,34,33,Post-college degree,White,Male,"$100,000 to $149,999",Strongly Conservative,Strongly Liberal,Independent,Single Never Married
Response_1155,1646,6,28,43,"Professional degree (JD, MD)",White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1156,1751,3,28,38,Some college or vocational training,White,Female,"$20,000 to $29,999",Somewhat Liberal,Somewhat Liberal,Independent,Divorced
Response_1157,5953,5,26,69,4-year college degree,White,Male,"$40,000 to $49,999",Somewhat Conservative,Somewhat Conservative,Republican,Married or Domestic Partnership
Response_1158,2356,2,28,70,High school diploma,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Widowed
Response_1159,93085,4,10,75,Doctoral degree,White,Male,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1160,1287,0,26,54,High school diploma,White,Female,"$30,000 to $39,999",Moderate,Moderate,Republican,Divorced
Response_1161,2652,4,22,51,2-year college degree,White,Female,"$60,000 to $69,999",Somewhat Conservative,Somewhat Conservative,Republican,Divorced
Response_1162,4411,1,29,53,High school diploma,White,Female,"$60,000 to $69,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1163,5084,2,26,34,Some college or vocational training,Black,Female,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1164,1461,6,23,38,Post-college degree,Asian,Male,"$100,000 to $149,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1165,1253,4,27,41,Post-college degree,White,Male,"$90,000 to $99,999",Strongly Conservative,Strongly Conservative,Republican,Married or Domestic Partnership
Response_1166,1853,3,22,37,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1167,2120,2,30,51,Some college or vocational training,White,Female,"$60,000 to $69,999",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1168,2409,2,30,57,4-year college degree,White,Female,"$50,000 to $59,999",Moderate,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1169,3087,1,26,71,4-year college degree,White,Female,"$30,000 to $39,999",Moderate,Somewhat Conservative,Independent,Widowed
Response_1170,2302,5,27,46,4-year college degree,White,Female,"$80,000 to $89,999",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1171,1883,5,29,65,Some college or vocational training,White,Male,"$70,000 to $79,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1172,1494,5,31,37,High school diploma,White,Female,"$30,000 to $39,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1173,2321,6,33,55,Post-college degree,White,Female,"$60,000 to $69,999",Somewhat Liberal,Somewhat Liberal,Democrat,Separated
Response_1174,2026,1,19,40,High school diploma,White,Male,"$50,000 to $59,999",Moderate,Strongly Liberal,Independent,Married or Domestic Partnership
Response_1175,1951,3,24,65,High school diploma,White,Female,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1176,1680,1,26,37,High school diploma,White,Male,"$30,000 to $39,999",Moderate,Moderate,Democrat,Single Never Married
Response_1177,1547,5,29,60,Some college or vocational training,White,Female,"$30,000 to $39,999",Somewhat Liberal,Somewhat Liberal,Democrat,Divorced
Response_1178,2492,6,27,57,Some college or vocational training,White,Female,"$90,000 to $99,999",Somewhat Conservative,Somewhat Liberal,Republican,Married or Domestic Partnership
Response_1179,1811,1,23,59,Post-college degree,Asian,Female,"$80,000 to $89,999",Somewhat Conservative,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1180,1516,6,32,43,2-year college degree,White,Male,"$20,000 to $29,999",Strongly Liberal,Somewhat Liberal,Democrat,Separated
Response_1181,1372,5,29,29,4-year college degree,White,Male,"$30,000 to $39,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1182,1142,5,25,37,Post-college degree,White,Male,"$150,000 or more",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1183,1785,6,28,56,4-year college degree,White,Male,"$10,000 to $19,999",Strongly Conservative,Somewhat Conservative,Republican,Single Never Married
Response_1184,3431,0,11,43,2-year college degree,White,Male,"$70,000 to $79,999",Strongly Conservative,Strongly Conservative,Independent,Married or Domestic Partnership
Response_1185,1896,4,20,58,4-year college degree,White,Female,"$100,000 to $149,999",Moderate,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1186,2356,1,29,63,Some college or vocational training,Black,Female,"$60,000 to $69,999",Moderate,Moderate,Independent,Divorced
Response_1187,3687,6,28,49,4-year college degree,White,Male,"$150,000 or more",Somewhat Conservative,Somewhat Conservative,Independent,Married or Domestic Partnership
Response_1188,4993,3,27,57,4-year college degree,White,Male,"$80,000 to $89,999",Somewhat Liberal,Somewhat Liberal,Independent,Married or Domestic Partnership
Response_1189,2243,1,29,65,2-year college degree,White,Male,"$100,000 to $149,999",Moderate,Moderate,Democrat,Married or Domestic Partnership
Response_1190,1693,5,28,33,4-year college degree,White,Male,"$70,000 to $79,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1191,2866,5,21,28,4-year college degree,White,Male,"$60,000 to $69,999",Somewhat Conservative,Somewhat Conservative,Democrat,Single Never Married
Response_1192,1235,5,26,41,4-year college degree,White,Male,"$80,000 to $89,999",Moderate,Somewhat Liberal,Independent,Single Never Married
Response_1193,2086,4,33,30,Post-college degree,White,Female,"$100,000 to $149,999",Somewhat Conservative,Moderate,Republican,Married or Domestic Partnership
Response_1194,1569,5,34,34,"Professional degree (JD, MD)",White,Female,"$100,000 to $149,999",Moderate,Moderate,Independent,Married or Domestic Partnership
Response_1195,3857,0,22,50,4-year college degree,Black,Female,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1196,2444,5,0,60,Post-college degree,White,Male,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1197,4818,5,34,72,Post-college degree,White,Female,"$70,000 to $79,999",Strongly Liberal,Strongly Liberal,Democrat,Divorced
Response_1198,1830,5,28,40,4-year college degree,White,Male,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
Response_1199,2455,4,31,28,4-year college degree,White,Male,"$50,000 to $59,999",Strongly Liberal,Strongly Liberal,Democrat,Single Never Married
Response_1200,1524,4,32,50,4-year college degree,White,Male,"$150,000 or more",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1201,2546,2,27,40,Some college or vocational training,White,Female,"$100,000 to $149,999",Somewhat Liberal,Strongly Liberal,Democrat,Married or Domestic Partnership
Response_1202,2587,2,28,35,4-year college degree,White,Female,"$60,000 to $69,999",Moderate,Somewhat Liberal,Democrat,Married or Domestic Partnership
Response_1203,3245,4,31,44,4-year college degree,Black,Female,"$50,000 to $59,999",Somewhat Liberal,Somewhat Liberal,Democrat,Single Never Married
